Estación,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
Vivero_Los_Castanos,mp10,2008-12,,15.732516129032259,
Vivero_Los_Castanos,mp10,2009-01,,16.09655482758621,
Vivero_Los_Castanos,mp10,2009-02,,13.100920740740742,
Vivero_Los_Castanos,mp10,2009-03,,15.23328,
Vivero_Los_Castanos,mp10,2009-04,,14.158501333333334,
Vivero_Los_Castanos,mp10,2009-05,,14.442943478260867,
Vivero_Los_Castanos,mp10,2009-06,,12.818829310344826,
Vivero_Los_Castanos,no,2008-04,,1.203588074074074,
Vivero_Los_Castanos,no,2008-05,,1.9053313666666667,
Vivero_Los_Castanos,no,2008-06,,1.8263672142857144,
Vivero_Los_Castanos,no,2008-07,,0.8646591612903224,
Vivero_Los_Castanos,no,2008-08,,0.8596658965517241,
Vivero_Los_Castanos,no,2008-09,,4.063548999999999,
Vivero_Los_Castanos,no,2008-10,,0.5477754838709679,
Vivero_Los_Castanos,no,2008-11,,0.6948343666666668,
Vivero_Los_Castanos,no,2008-12,,1.1292489677419357,
Vivero_Los_Castanos,no,2009-01,,0.9733488275862068,
Vivero_Los_Castanos,no,2009-02,,0.7882040740740743,
Vivero_Los_Castanos,no,2009-03,,1.4024531612903226,
Vivero_Los_Castanos,no,2009-04,,1.6953583333333326,
Vivero_Los_Castanos,no,2009-05,,1.410811260869565,
Vivero_Los_Castanos,no,2009-06,,1.122510931034483,
Vivero_Los_Castanos,no2,2008-01,,0.7560618399999999,
Vivero_Los_Castanos,no2,2008-02,,1.7216416,
Vivero_Los_Castanos,no2,2008-03,,2.010919642857143,
Vivero_Los_Castanos,no2,2008-04,,1.0410909333333334,
Vivero_Los_Castanos,no2,2008-05,,2.201309285714286,
Vivero_Los_Castanos,no2,2008-06,,1.9324116666666662,
Vivero_Los_Castanos,no2,2008-07,,0.7513043225806451,
Vivero_Los_Castanos,no2,2008-08,,0.6442394137931035,
Vivero_Los_Castanos,no2,2008-09,,3.6717372333333334,
Vivero_Los_Castanos,no2,2008-10,,0.5621812903225806,
Vivero_Los_Castanos,no2,2008-11,,0.4532457666666667,
Vivero_Los_Castanos,no2,2008-12,,0.5715469677419356,
Vivero_Los_Castanos,no2,2009-01,,0.8982000357142857,
Vivero_Los_Castanos,no2,2009-02,,1.4004838888888889,
Vivero_Los_Castanos,no2,2009-03,,2.0598492580645162,
Vivero_Los_Castanos,no2,2009-04,,2.110855333333333,
Vivero_Los_Castanos,no2,2009-05,,2.1889453913043475,
Vivero_Los_Castanos,no2,2009-06,,1.5971014827586207,
Vivero_Los_Castanos,nox,2008-01,,0.8391262000000002,
Vivero_Los_Castanos,nox,2008-02,,1.2065916666666663,
Vivero_Los_Castanos,nox,2008-03,,,
Vivero_Los_Castanos,nox,2008-04,,1.465435392857143,
Vivero_Los_Castanos,nox,2008-05,,1.7621980333333336,
Vivero_Los_Castanos,nox,2008-06,,1.4090159130434785,
Vivero_Los_Castanos,nox,2008-07,,0.7572368387096775,
Vivero_Los_Castanos,nox,2008-08,,0.6385700000000001,
Vivero_Los_Castanos,nox,2008-09,,3.930975699999999,
Vivero_Los_Castanos,nox,2008-10,,0.5087008709677419,
Vivero_Los_Castanos,nox,2008-11,,0.5131935,
Vivero_Los_Castanos,nox,2008-12,,0.7700303225806453,
Vivero_Los_Castanos,nox,2009-01,,0.8762339999999998,
Vivero_Los_Castanos,nox,2009-02,,1.0984225185185186,
Vivero_Los_Castanos,nox,2009-03,,1.7801248709677417,
Vivero_Los_Castanos,nox,2009-04,,1.9670722333333335,
Vivero_Los_Castanos,nox,2009-05,,1.7498167391304347,
Vivero_Los_Castanos,nox,2009-06,,1.3750163103448276,
Vivero_Los_Castanos,o3,2008-01,,7.7275789655172415,
Vivero_Los_Castanos,o3,2008-02,,13.499858888888891,
Vivero_Los_Castanos,o3,2008-03,,14.198752272727274,
Vivero_Los_Castanos,o3,2008-04,,7.2314482608695645,
Vivero_Los_Castanos,o3,2008-05,,12.950304166666667,
Vivero_Los_Castanos,o3,2008-06,,19.924329999999998,
Vivero_Los_Castanos,o3,2008-07,,17.97673838709677,
Vivero_Los_Castanos,o3,2008-08,,21.919799655172415,
Vivero_Los_Castanos,o3,2008-09,,13.360211333333332,
Vivero_Los_Castanos,o3,2008-10,,19.613267741935484,
Vivero_Los_Castanos,o3,2008-11,,16.73289,
Vivero_Los_Castanos,o3,2008-12,,11.669174,
Vivero_Los_Castanos,o3,2009-01,,11.812546896551725,
Vivero_Los_Castanos,o3,2009-02,,13.108905555555557,
Vivero_Los_Castanos,o3,2009-03,,10.441159354838707,
Vivero_Los_Castanos,o3,2009-04,,11.673673666666668,
Vivero_Los_Castanos,o3,2009-05,,13.91721608695652,
Vivero_Los_Castanos,o3,2009-06,,13.42105,
Vivero_Los_Castanos,so2,2008-01,,0.6945667499999999,
Vivero_Los_Castanos,so2,2008-02,,2.08548,
Vivero_Los_Castanos,so2,2008-03,,1.817115,
Vivero_Los_Castanos,so2,2008-04,,0.743212,
Vivero_Los_Castanos,so2,2008-05,,2.434851,
Vivero_Los_Castanos,so2,2008-06,,2.437242,
Vivero_Los_Castanos,so2,2008-07,,1.3713685483870968,
Vivero_Los_Castanos,so2,2008-08,,1.066635827586207,
Vivero_Los_Castanos,so2,2008-09,,0.6598916086956522,
Vivero_Los_Castanos,so2,2008-10,,0.8399345,
Vivero_Los_Castanos,so2,2008-11,,0.9389887142857143,
Vivero_Los_Castanos,so2,2008-12,,1.0841111666666665,
Vivero_Los_Castanos,so2,2009-01,,0.9739880689655174,
Vivero_Los_Castanos,so2,2009-02,,1.0987567037037038,
Vivero_Los_Castanos,so2,2009-03,,0.8275745600000001,
Vivero_Los_Castanos,so2,2009-04,,0.614771375,
Vivero_Los_Castanos,so2,2009-05,,1.3847055,
Vivero_Los_Castanos,so2,2009-06,,2.843454482758621,
